,course_title,price,num_subscribers,level,subject,idioma
809,Double Entry Bookkeeping,50,440,Beginner Level,Business Finance,Ingles
810,MQL5 Tutorial Bootcamp,20,978,Beginner Level,Business Finance,Ingles
811,Succeed at Options Even If You Don't Know Where to Start,200,36,All Levels,Business Finance,Ingles
812,"Buying, Selling, and Storing Precious Metal",20,74,All Levels,Business Finance,Ingles
813,Accounting Skills for Managers,20,78,Beginner Level,Business Finance,Ingles
814,Analysis and Evaluation of Economic Feasibility of Projects,100,10,Intermediate Level,Business Finance,Ingles
815,Technical Analysis: Understanding Price Action,45,39,All Levels,Business Finance,Ingles
816,Bitcoin For Beginners,50,37,Beginner Level,Business Finance,Aleman
817,"IAS 16-Property,Plant and Equipment ",0,2166,All Levels,Business Finance,Ingles
818,Basel II,50,78,All Levels,Business Finance,Ingles
819,Forex Trading Plan,50,21,All Levels,Business Finance,Ingles
820,Financial Modeling 101,0,1086,Beginner Level,Business Finance,Ingles
821,Learn Financial Modeling from Scratch - Part1,50,7,All Levels,Business Finance,Ingles
822,Introduction to Small Business Accounting Training Tutorial,25,168,Beginner Level,Business Finance,Ingles
823,Learn Basic Concepts of Economics Step by Step - Complete,150,2801,All Levels,Business Finance,Ingles
824,Introduction to Digital Payments ,0,12217,Beginner Level,Business Finance,Ingles
825,The Beginner's Guide to the Futures and Options Trading,0,6185,All Levels,Business Finance,Ingles
826,Bitcoin Investing: The Complete Buy & Hold Strategy,25,477,All Levels,Business Finance,Ingles
827,Financial Modeling in Excel for Startups,50,1334,Beginner Level,Business Finance,Ingles
828,Learn to Trade Forex Naked Price Action Big Shadow Trade,0,5407,Intermediate Level,Business Finance,Ingles
829,Forex Trading For Beginners ,0,9483,Beginner Level,Business Finance,Aleman
830,Build a Trading Comps Valuation Model,50,1032,All Levels,Business Finance,Ingles
831,The Advanced Forex Course for Smart Traders,0,8236,All Levels,Business Finance,Ingles
832,Cost Accounting Overheads (Professional Course Level),20,2383,All Levels,Business Finance,Ingles
833,Beginners Guide to Stock Market Investing,0,3283,Beginner Level,Business Finance,Ingles
834,Financial Management Capital Market Instruments,25,2650,Beginner Level,Business Finance,Ingles
835,NPV and IRR Techniques for CA / CFA / CPA Exams,20,1551,Beginner Level,Business Finance,Ingles
836,Commercial Credit Analysis,50,545,All Levels,Business Finance,Ingles
837,Essential Finance For Managers,25,663,All Levels,Business Finance,Ingles
838,Bitcoin for Accountants,0,3519,Beginner Level,Business Finance,Ingles
839,ProTrader -  Advanced Technical Analysis,125,825,All Levels,Business Finance,Ingles
840,Binary Options Masterclass,200,70,All Levels,Business Finance,Ingles
841,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,120,357,All Levels,Business Finance,Ingles
842,"Financial Accounting, its Cycle, Statements & Analysis",20,853,Beginner Level,Business Finance,Ingles
843,Yield Curve Dynamics,50,397,All Levels,Business Finance,Ingles
844,Value Investing and Stock Market Fundamentals,195,74,Beginner Level,Business Finance,Ingles
845,Media Training for Financial Service Professionals,20,1254,All Levels,Business Finance,Ingles
846,Learn the Forex Naked Price Action Pogo Trade,60,89,Intermediate Level,Business Finance,Ingles
847,Forex - Price action Reversal Strategy,20,38,All Levels,Business Finance,Ingles
848,Budget preparation for an EU project proposal,50,18,Intermediate Level,Business Finance,Ingles
849,Corporate Finance and Alternative Investment for CFA L1,20,103,All Levels,Business Finance,Ingles
850,Don't Let Your Customers Run Your Business,50,7,Intermediate Level,Business Finance,Frances
851,Stock Trading: Insider Tips For Determining Market Direction,95,104,All Levels,Business Finance,Ingles
852,TopTrader Academy - Complete Options Course,150,42,All Levels,Business Finance,Ingles
853,Working Capital Management for Entrepreneurs,20,507,Expert Level,Business Finance,Ingles
854,Learn Quickbooks to maintain books properly,20,241,Beginner Level,Business Finance,Ingles
855,CFA Level I Foundation: Introduction to Financial Reporting,50,226,Beginner Level,Business Finance,Ingles
856,"Fixed Income Valuation and Analysis, CFA L2",20,50,All Levels,Business Finance,Ingles
857,Corporation Tax Returns UK,50,100,All Levels,Business Finance,Ingles
858,Trading For Busy People,50,99,All Levels,Business Finance,Ingles
859,Basics of Trading,40,99,Beginner Level,Business Finance,Ingles
860,CFP - Introduction to Financial Planning,30,1192,Beginner Level,Business Finance,Ingles
861,Investment Portfolio Analysis with Python,50,209,All Levels,Business Finance,Ingles
862,Day Trading Market Structure Signals,0,5529,All Levels,Business Finance,Ingles
863,Professional Bookkeeping and Accounting 3: Double Entry ,35,81,All Levels,Business Finance,Ingles
864,"Accounting Basics by Hector Garcia, CPA",0,1924,Beginner Level,Business Finance,Ingles
865,Stock Markets: How I Became Rich By Changing How I Trade,20,646,All Levels,Business Finance,Ingles
866,Learn About Bitcoin and Bitcoin Mining,20,520,Beginner Level,Business Finance,Ingles
867,Take Control By Learning The Stock Market Now,30,1440,Beginner Level,Business Finance,Ingles
868,Cost Accounting and Financial Management - A Complete Study,150,452,All Levels,Business Finance,Ingles
869,Learn Global Macro Trading & Investing for Retail Investor,75,178,All Levels,Business Finance,Ingles
870,Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,50,21,All Levels,Business Finance,Aleman
871,high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,100,12,Intermediate Level,Business Finance,Arabe
872,TRADER BOT: Introdução à Linguagem MQL5,20,209,All Levels,Business Finance,Portuges
873,财务分析与估值建模入门,0,505,Beginner Level,Business Finance,Chino
874,Aprende desde cero a operar el mercado de divisas FOREX,90,16,All Levels,Business Finance,Español
875,Cómo usar Metatrader 4 para hacer trading?,20,25,All Levels,Business Finance,Español
876,Zoho Books Gestion Financière d'Entreprise pas à pas,0,229,All Levels,Business Finance,Frances
877,Aprende a llevar la contabilidad de forma informatizada,25,6,Beginner Level,Business Finance,Español
878,Psicología del trading,20,1,All Levels,Business Finance,Español
879,La costruzione del budget di una proposta comunitaria,50,10,Intermediate Level,Business Finance,Ingles
880,"Erfolgreich als Signalgeber/in, per Social- und Copytrading",60,1,All Levels,Business Finance,Aleman
881,Aprenda  a Investir,20,34,All Levels,Business Finance,Portuges
882,Teeter-Totter Accounting,90,0,Beginner Level,Business Finance,Ingles
883,beginning accounting,20,0,Intermediate Level,Business Finance,Ingles
884,Stop Creditors from Harassing you and Avoid Bankruptcy,20,0,Beginner Level,Business Finance,Ingles
885,Learn to trade using technical analysis,50,0,Intermediate Level,Business Finance,Ingles
886,How to Invest Using ETFs from Former Wall Street Trader,200,0,All Levels,Business Finance,Ingles
887,Workshop on Banking Credit Analysis Process,100,0,All Levels,Business Finance,Ingles
888,The Cuckoo Strategy to get European Funding,160,0,All Levels,Business Finance,Ingles
889,Accounting - The 6 most important rules you must learn,20,0,All Levels,Business Finance,Ingles
890,Mutual Funds for Investors in Retirement Accounts,20,0,All Levels,Business Finance,Ingles
891,Free Ways to Create Passive Income Online,25,0,Beginner Level,Business Finance,Ingles
892,The Cash Flow Statement - An Introduction,50,0,Beginner Level,Business Finance,Ingles
893,"Options Foundation - Time Decay, Implied Volatility, Greeks",60,459,Beginner Level,Business Finance,Ingles
894,Buying Call and Put Options - Options beginner strategies,60,266,Intermediate Level,Business Finance,Ingles
895,How To Trade RSI Pullback Strategy: Entry To Exit (Forex),150,104,All Levels,Business Finance,Ingles
896,Valuation of Goodwill for CA / CFA / CMA Exams,20,1509,All Levels,Business Finance,Ingles
897,Forex - Catch the Big Market Moves in Forex,20,212,Intermediate Level,Business Finance,Ingles
898,SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,25,462,All Levels,Business Finance,Ingles
899,Intermediate Accounting 1: Easy. Fast. Simple!,200,90,Intermediate Level,Business Finance,Ingles
900,Global Macro Investing - Take Control Of The World's Markets,30,153,Intermediate Level,Business Finance,Ingles
901,How to Read a Balance Sheet,50,1055,Beginner Level,Business Finance,Ingles
902,Credit Repair from a Financial Institution,20,157,All Levels,Business Finance,Ingles
903,The Binary Institute -  Binary Options Trading Course,200,103,All Levels,Business Finance,Ingles
904,Mental Models For Wall Street - Become A Better Trader,0,1067,All Levels,Business Finance,Ingles
905,株式投資に向く性格に変えるための心理学を学ぶ,20,58,All Levels,Business Finance,Japones
906,Matemática Financeira com HP12C e MS Excel,20,74,Beginner Level,Business Finance,Portuges
907,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,0,338,Beginner Level,Business Finance,Español
908,Cómo Crear Políticas Contables bajo NIIF para PYMES,20,27,All Levels,Business Finance,Español
909,Finanzas Personales para Vivir Libre de Deudas,75,76,Beginner Level,Business Finance,Español
910,Finanzas personales: Logrando la Libertad Financiera,30,27,Beginner Level,Business Finance,Español
911,株式投資で本当のテクニカル分析ができるようになる,20,68,Intermediate Level,Business Finance,Japones
912,Aktiver Vermögensaufbau mit ETF,20,112,Beginner Level,Business Finance,Aleman
913,Socorro! Preciso Organizar as Minhas Finanças!,20,72,All Levels,Business Finance,Portuges
914,Curso Completo de Opciones Binarias: Estrategias 90% Acierto,145,335,All Levels,Business Finance,Español
915,Le basi del Trading,200,22,All Levels,Business Finance,Ingles
916,【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,30,41,Beginner Level,Business Finance,Japones
917,Profit and Loss Account for bankers and credit analysts,20,1,Beginner Level,Business Finance,Ingles
918,Business Accounts For Managers,30,16,Beginner Level,Business Finance,Ingles
919,Black Scholes Option Pricing Model,25,3,Beginner Level,Business Finance,Ingles
920,Chief Wealth Officer,45,4,Beginner Level,Business Finance,Ingles
921,Practical Accounts Training A,35,2,Intermediate Level,Business Finance,Ingles
922,International Trade and New Geographic Economy,20,12,All Levels,Business Finance,Ingles
923,2. Principles of Simple Interest - advanced problems,20,10,Intermediate Level,Business Finance,Ingles
924,School of Raising Capital: Agile Financial Modeling,20,12,All Levels,Business Finance,Ingles
925,How to Read Financial Statements,20,5,Beginner Level,Business Finance,Ingles
926,"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",20,1,All Levels,Business Finance,Ingles
927,Reach Your Personal Financial Goals the Easy Way (2017 UK),95,2,All Levels,Business Finance,Ingles
928,Bitesize Bookkeeping for busy people,20,9,Beginner Level,Business Finance,Ingles
929,Do Your Own Accounts,35,42,All Levels,Business Finance,Ingles
930,CFA Level 1 - Derivatives,30,110,All Levels,Business Finance,Ingles
931,Accounting for everyone! ,35,420,Beginner Level,Business Finance,Ingles
932,Stock Fundamental Analysis with Excel,50,206,All Levels,Business Finance,Ingles
933,Financial Accounting For Beginners,60,164,All Levels,Business Finance,Ingles
934,Trading: How Transformative Learning Drives Expertise,30,69,All Levels,Business Finance,Ingles
935,Manual Bookkeeping,20,28,Intermediate Level,Business Finance,Ingles
936,Numeracy skills in business and everyday life:Think and Deal,20,90,Beginner Level,Business Finance,Ingles
937,Financial Modelling in Excel Step by Step,20,13,Intermediate Level,Business Finance,Ingles
938,Straight From Business School: Create Financial Statements,20,31,Beginner Level,Business Finance,Ingles
939,How To Pay Less Tax (UK version),50,13,All Levels,Business Finance,Ingles
940,Interpreting financial statements,0,2119,All Levels,Business Finance,Ingles
941,Forex trading with binary options,25,136,All Levels,Business Finance,Ingles
942,Triple P Trading Course,20,797,All Levels,Business Finance,Ingles
943,Cost Accounting - A Comprehensive Study,180,503,All Levels,Business Finance,Ingles
944,How to become a successful day trader,95,1150,All Levels,Business Finance,Ingles
945,Essentials of Finance and Investment in 2 hours,20,1403,Beginner Level,Business Finance,Ingles
946,Public Speaking: You Can Give Great Financial Presentations,20,916,All Levels,Business Finance,Ingles
947,Professional Trading - Consistent Profits with Low Risk!,20,627,All Levels,Business Finance,Ingles
948,Trading for winning,200,168,All Levels,Business Finance,Ingles
949,Succeed in Stocks Even if you Don't Know Where to Start,0,2554,Beginner Level,Business Finance,Ingles
950,Options Basics & Trading With Small Capital! - Level 1,30,120,Beginner Level,Business Finance,Ingles
951,Forex trading Basic to advance Professional Level course,20,750,All Levels,Business Finance,Ingles
952,Day Trading in Stocks: Strategies for Beginner Investors,50,217,All Levels,Business Finance,Ingles
953,Learn to Trade Forex Big U-Turn Trade,50,106,Beginner Level,Business Finance,Ingles
954,"Technical Analysis Primer for trading Stocks, Bonds & Forex",50,397,Beginner Level,Business Finance,Ingles
955,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,20,44,All Levels,Business Finance,Ingles
956,Stock Trading with this Strategy,50,30,All Levels,Business Finance,Ingles
957,The Psychology of Trading,20,95,All Levels,Business Finance,Ingles
958,Professional Forex Strategy+2 weeks for FREE trading alerts,95,55,All Levels,Business Finance,Ingles
959,Stock Trading Essentials for Day Traders,100,94,All Levels,Business Finance,Ingles
960,Basics of Finance and Budgeting,20,578,Beginner Level,Business Finance,Ingles
961,Portfolio Management CFA L1 2016,20,393,All Levels,Business Finance,Frances
